instance,time,encoding,answer,dataset,memory
results/Grid/Ratio_90/90-46-4,,sbk05,,Grid-90,36080
results/Grid/Ratio_90/90-15-10,,cd05,,Grid-90,70528
results/Grid/Ratio_90/90-15-9,0.041,db20,0,Grid-90,15328
results/Grid/Ratio_90/90-23-4,,sbk05,,Grid-90,28496
results/Grid/Ratio_90/90-16-1,,cd05,,Grid-90,42672
results/Grid/Ratio_90/90-34-5,,db20,,Grid-90,19220
results/Grid/Ratio_90/90-23-8,0.69,db20,0.177433,Grid-90,58952
results/Grid/Ratio_90/90-16-4,,sbk05,,Grid-90,72916
results/Grid/Ratio_90/90-10-2,0.077,d02,0,Grid-90,21672
results/Grid/Ratio_90/90-17-7,,cd06,,Grid-90,44540
results/Grid/Ratio_90/90-16-8,0.049,db20,0,Grid-90,15404
results/Grid/Ratio_90/90-21-2,0.859,db20,0.795581,Grid-90,79264
results/Grid/Ratio_90/90-46-2,,sbk05,,Grid-90,36136
results/Grid/Ratio_90/90-10-1,0.04,sbk05,0.759871,Grid-90,15248
results/Grid/Ratio_90/90-26-9,0.289,db20,0,Grid-90,17756
results/Grid/Ratio_90/90-20-3,,cd05,,Grid-90,17420
results/Grid/Ratio_90/90-18-10,,sbk05,,Grid-90,75612
results/Grid/Ratio_90/90-26-7,0.328,db20,0,Grid-90,18152
results/Grid/Ratio_90/90-21-1,,cd06,,Grid-90,20732
results/Grid/Ratio_90/90-23-6,,cd05,,Grid-90,18564
results/Grid/Ratio_90/90-21-9,,d02,,Grid-90,35328
results/Grid/Ratio_90/90-17-9,,cd06,,Grid-90,35412
results/Grid/Ratio_90/90-25-5,,d02,,Grid-90,17968
results/Grid/Ratio_90/90-38-5,,d02,,Grid-90,35892
results/Grid/Ratio_90/90-23-2,,sbk05,,Grid-90,41212
results/Grid/Ratio_90/90-46-4,,cd05,,Grid-90,65352
results/Grid/Ratio_90/90-16-1,0.162,db20,0.575618,Grid-90,28760
results/Grid/Ratio_90/90-38-2,,sbk05,,Grid-90,20492
results/Grid/Ratio_90/90-30-3,,d02,,Grid-90,19332
results/Grid/Ratio_90/90-23-10,,cd05,,Grid-90,18540
results/Grid/Ratio_90/90-15-5,,d02,,Grid-90,73520
results/Grid/Ratio_90/90-50-10,,cd06,,Grid-90,65636
results/Grid/Ratio_90/90-19-9,,cd05,,Grid-90,17328
results/Grid/Ratio_90/90-18-5,,cd05,,Grid-90,37840
results/Grid/Ratio_90/90-14-8,,cd05,,Grid-90,71844
results/Grid/Ratio_90/90-22-8,,cd06,,Grid-90,23024
results/Grid/Ratio_90/90-16-3,,cd05,,Grid-90,42552
results/Grid/Ratio_90/90-12-7,,cd05,,Grid-90,72348
results/Grid/Ratio_90/90-15-1,,cd06,,Grid-90,72768
results/Grid/Ratio_90/90-25-6,,cd06,,Grid-90,19072
results/Grid/Ratio_90/90-15-8,,d02,,Grid-90,51476
results/Grid/Ratio_90/90-10-2,0.22,cd05,0,Grid-90,20448
results/Grid/Ratio_90/90-23-4,,d02,,Grid-90,26648
results/Grid/Ratio_90/90-50-4,,d02,,Grid-90,65332
results/Grid/Ratio_90/90-30-4,,db20,,Grid-90,82252
results/Grid/Ratio_90/90-20-8,0.631,db20,0.193315,Grid-90,49272
results/Grid/Ratio_90/90-46-10,,cd06,,Grid-90,65484
results/Grid/Ratio_90/90-38-3,,sbk05,,Grid-90,20472
results/Grid/Ratio_90/90-38-7,,cd05,,Grid-90,36044
results/Grid/Ratio_90/90-20-9,,d02,,Grid-90,26880
results/Grid/Ratio_90/90-23-5,0.434,db20,0.814918,Grid-90,26968
results/Grid/Ratio_90/90-23-8,,sbk05,,Grid-90,28756
results/Grid/Ratio_90/90-34-3,,db20,,Grid-90,94524
results/Grid/Ratio_90/90-23-8,,cd06,,Grid-90,18588
results/Grid/Ratio_90/90-42-7,,db20,,Grid-90,21852
results/Grid/Ratio_90/90-12-10,0.036,db20,0.0195853,Grid-90,16992
results/Grid/Ratio_90/90-42-10,,d02,,Grid-90,36316
results/Grid/Ratio_90/90-17-3,,cd05,,Grid-90,42596
results/Grid/Ratio_90/90-21-3,,sbk05,,Grid-90,51672
results/Grid/Ratio_90/90-21-1,,cd05,,Grid-90,21376
results/Grid/Ratio_90/90-50-5,,cd06,,Grid-90,65612
results/Grid/Ratio_90/90-46-6,,cd05,,Grid-90,65484
results/Grid/Ratio_90/90-30-3,,cd05,,Grid-90,35768
results/Grid/Ratio_90/90-21-9,,sbk05,,Grid-90,50196
results/Grid/Ratio_90/90-19-6,,cd06,,Grid-90,27056
results/Grid/Ratio_90/90-22-3,,cd06,,Grid-90,23620
results/Grid/Ratio_90/90-22-2,0.735,db20,0.168691,Grid-90,53992
results/Grid/Ratio_90/90-34-9,,sbk05,,Grid-90,19156
results/Grid/Ratio_90/90-19-8,,d02,,Grid-90,68156
results/Grid/Ratio_90/90-20-4,,cd06,,Grid-90,17380
results/Grid/Ratio_90/90-50-8,,d02,,Grid-90,65292
results/Grid/Ratio_90/90-17-8,,d02,,Grid-90,71720
results/Grid/Ratio_90/90-22-4,,cd06,,Grid-90,18028
results/Grid/Ratio_90/90-46-10,,sbk05,,Grid-90,36116
results/Grid/Ratio_90/90-34-5,,d02,,Grid-90,20504
results/Grid/Ratio_90/90-30-2,,cd05,,Grid-90,35676
results/Grid/Ratio_90/90-42-4,,sbk05,,Grid-90,35916
results/Grid/Ratio_90/90-25-3,,db20,,Grid-90,72708
results/Grid/Ratio_90/90-34-4,,d02,,Grid-90,20552
results/Grid/Ratio_90/90-18-4,0.285,sbk05,0.944351,Grid-90,23352
results/Grid/Ratio_90/90-18-3,0.37,db20,0.182727,Grid-90,34976
results/Grid/Ratio_90/90-16-3,0.152,db20,0.0573066,Grid-90,21244
results/Grid/Ratio_90/90-42-4,,cd06,,Grid-90,65144
results/Grid/Ratio_90/90-46-3,,cd05,,Grid-90,65304
results/Grid/Ratio_90/90-46-5,,sbk05,,Grid-90,36104
results/Grid/Ratio_90/90-24-7,,d02,,Grid-90,17652
results/Grid/Ratio_90/90-38-6,,cd05,,Grid-90,36232
results/Grid/Ratio_90/90-18-10,0.139,db20,1,Grid-90,16460
results/Grid/Ratio_90/90-14-6,0.042,db20,0.999567,Grid-90,16528
results/Grid/Ratio_90/90-18-9,,sbk05,,Grid-90,71584
results/Grid/Ratio_90/90-50-3,,cd05,,Grid-90,65696
results/Grid/Ratio_90/90-19-10,0.556,db20,0.383092,Grid-90,45652
results/Grid/Ratio_90/90-18-8,,cd05,,Grid-90,33876
results/Grid/Ratio_90/90-16-9,,d02,,Grid-90,51832
results/Grid/Ratio_90/90-26-1,0.326,db20,0,Grid-90,20560
results/Grid/Ratio_90/90-50-10,,sbk05,,Grid-90,36256
results/Grid/Ratio_90/90-15-10,,sbk05,,Grid-90,75296
results/Grid/Ratio_90/90-14-5,0.149,db20,0.210568,Grid-90,23556
results/Grid/Ratio_90/90-21-7,,cd05,,Grid-90,17828
results/Grid/Ratio_90/90-21-10,,db20,,Grid-90,96916
results/Grid/Ratio_90/90-12-8,,cd06,,Grid-90,72788
results/Grid/Ratio_90/90-19-7,,cd06,,Grid-90,23856
results/Grid/Ratio_90/90-15-5,0.077,db20,0.571621,Grid-90,17184
results/Grid/Ratio_90/90-23-6,,cd06,,Grid-90,18448
results/Grid/Ratio_90/90-42-1,,sbk05,,Grid-90,35928
results/Grid/Ratio_90/90-20-6,,cd06,,Grid-90,35472
results/Grid/Ratio_90/90-21-9,0.174,db20,0.632767,Grid-90,18860
results/Grid/Ratio_90/90-46-3,,db20,,Grid-90,36688
results/Grid/Ratio_90/90-50-3,,db20,,Grid-90,37768
results/Grid/Ratio_90/90-19-3,0.13,db20,0,Grid-90,16232
results/Grid/Ratio_90/90-14-9,0.075,db20,0.482497,Grid-90,18996
results/Grid/Ratio_90/90-34-10,,cd06,,Grid-90,35872
results/Grid/Ratio_90/90-34-5,,sbk05,,Grid-90,19136
results/Grid/Ratio_90/90-23-9,,cd05,,Grid-90,18392
results/Grid/Ratio_90/90-42-8,,db20,,Grid-90,21640
results/Grid/Ratio_90/90-20-9,0.211,db20,0.854661,Grid-90,24280
results/Grid/Ratio_90/90-23-2,,cd06,,Grid-90,18644
results/Grid/Ratio_90/90-38-10,,cd05,,Grid-90,35952
results/Grid/Ratio_90/90-16-5,0.048,db20,0.240587,Grid-90,16456
results/Grid/Ratio_90/90-26-4,,sbk05,,Grid-90,63124
results/Grid/Ratio_90/90-14-2,,d02,,Grid-90,55664
results/Grid/Ratio_90/90-26-3,0.673,db20,0.051503,Grid-90,38956
results/Grid/Ratio_90/90-17-3,,cd06,,Grid-90,46512
results/Grid/Ratio_90/90-19-4,,cd05,,Grid-90,41252
results/Grid/Ratio_90/90-21-2,,cd05,,Grid-90,18080
results/Grid/Ratio_90/90-30-1,,cd06,,Grid-90,35656
results/Grid/Ratio_90/90-42-7,,d02,,Grid-90,36156
results/Grid/Ratio_90/90-19-2,,sbk05,,Grid-90,52756
results/Grid/Ratio_90/90-18-3,,cd05,,Grid-90,16820
results/DQMR/qmr-100/or-100-10-3,0.27,d02,0.3439,DQMR-100,15920
results/DQMR/qmr-100/or-100-20-2,0.351,sbk05,0.5904,DQMR-100,15544
results/DQMR/qmr-100/or-100-20-6,0.199,sbk05,0.5904,DQMR-100,15664
results/DQMR/qmr-100/or-100-10-3,0.31,sbk05,0.3439,DQMR-100,15752
results/DQMR/qmr-100/or-100-5-6,0.241,sbk05,0.185494,DQMR-100,15784
results/DQMR/qmr-100/or-100-10-6,0.16,d02,0.3439,DQMR-100,15792
results/DQMR/qmr-100/or-100-20-6,0.168,d02,0.5904,DQMR-100,16080
results/DQMR/qmr-100/or-100-20-8,0.235,sbk05,0.5904,DQMR-100,15584
results/DQMR/qmr-100/or-100-5-9,,cd05,,DQMR-100,69196
results/DQMR/qmr-100/or-100-10-10,0.29,d02,0.3439,DQMR-100,15856
results/DQMR/qmr-100/or-100-10-7,0.148,d02,0.3439,DQMR-100,16024
results/DQMR/qmr-100/or-100-5-1,0.367,d02,0.185494,DQMR-100,16088
results/DQMR/qmr-100/or-100-10-1,0.081,db20,0.3439,DQMR-100,15832
results/DQMR/qmr-100/or-100-10-10,0.09,db20,0.3439,DQMR-100,15636
results/DQMR/qmr-100/or-100-10-3,0.049,db20,0.3439,DQMR-100,15608
results/DQMR/qmr-100/or-100-10-4,0.371,d02,0.3439,DQMR-100,16048
results/DQMR/qmr-100/or-100-10-9,,cd05,,DQMR-100,69900
results/DQMR/qmr-100/or-100-20-7,0.067,db20,0.5904,DQMR-100,15844
results/DQMR/qmr-100/or-100-20-2,0.05,db20,0.5904,DQMR-100,15832
results/DQMR/qmr-100/or-100-10-2,0.101,db20,0.3439,DQMR-100,15848
results/DQMR/qmr-100/or-100-5-10,0.12,db20,0.185494,DQMR-100,15804
results/DQMR/qmr-100/or-100-20-8,,cd06,,DQMR-100,44904
results/DQMR/qmr-100/or-100-20-3,,cd05,,DQMR-100,69668
results/DQMR/qmr-100/or-100-20-5,0.054,db20,0.5904,DQMR-100,15940
results/DQMR/qmr-100/or-100-5-8,,cd06,,DQMR-100,42608
results/DQMR/qmr-100/or-100-5-2,0.08,db20,0.185494,DQMR-100,15684
results/DQMR/qmr-100/or-100-5-6,,cd05,,DQMR-100,68184
results/DQMR/qmr-100/or-100-20-1,0.125,sbk05,0.5904,DQMR-100,15816
results/DQMR/qmr-100/or-100-5-4,,cd05,,DQMR-100,68544
results/DQMR/qmr-100/or-100-20-5,0.262,d02,0.5904,DQMR-100,16004
results/DQMR/qmr-100/or-100-20-9,,cd06,,DQMR-100,37788
results/DQMR/qmr-100/or-100-10-10,,cd05,,DQMR-100,35476
results/DQMR/qmr-100/or-100-10-5,0.109,sbk05,0.3439,DQMR-100,15752
results/DQMR/qmr-100/or-100-10-3,,cd05,,DQMR-100,35956
results/DQMR/qmr-100/or-100-5-2,0.316,d02,0.185494,DQMR-100,15892
results/DQMR/qmr-100/or-100-10-10,,cd06,,DQMR-100,47960
results/DQMR/qmr-100/or-100-5-8,0.208,d02,0.185494,DQMR-100,16132
results/DQMR/qmr-100/or-100-10-4,0.075,db20,0.3439,DQMR-100,15792
results/DQMR/qmr-100/or-100-10-9,0.195,sbk05,0.3439,DQMR-100,15776
results/DQMR/qmr-100/or-100-20-1,0.22,d02,0.5904,DQMR-100,16084
results/DQMR/qmr-100/or-100-20-1,,cd06,,DQMR-100,38988
results/DQMR/qmr-100/or-100-20-6,,cd06,,DQMR-100,41512
results/DQMR/qmr-100/or-100-5-7,,cd06,,DQMR-100,34136
results/DQMR/qmr-100/or-100-5-5,,cd05,,DQMR-100,69212
results/DQMR/qmr-100/or-100-5-8,,cd05,,DQMR-100,70432
results/DQMR/qmr-100/or-100-20-7,0.263,d02,0.5904,DQMR-100,16008
results/DQMR/qmr-100/or-100-10-8,0.162,d02,0.3439,DQMR-100,15824
results/DQMR/qmr-100/or-100-5-2,,cd05,,DQMR-100,68964
results/DQMR/qmr-100/or-100-5-3,0.033,db20,0.185494,DQMR-100,15652
results/DQMR/qmr-100/or-100-10-8,,cd05,,DQMR-100,35324
results/DQMR/qmr-100/or-100-10-6,0.259,sbk05,0.3439,DQMR-100,15836
results/DQMR/qmr-100/or-100-5-10,0.295,d02,0.185494,DQMR-100,16136
results/DQMR/qmr-100/or-100-20-1,,cd05,,DQMR-100,69656
results/DQMR/qmr-100/or-100-5-3,0.149,sbk05,0.185494,DQMR-100,15600
results/DQMR/qmr-100/or-100-5-4,0.242,sbk05,0.185494,DQMR-100,15584
results/DQMR/qmr-100/or-100-20-5,0.302,sbk05,0.5904,DQMR-100,15748
results/DQMR/qmr-100/or-100-5-5,0.333,d02,0.185494,DQMR-100,16000
results/DQMR/qmr-100/or-100-10-6,,cd05,,DQMR-100,69076
results/DQMR/qmr-100/or-100-10-5,0.062,db20,0.3439,DQMR-100,15924
results/DQMR/qmr-100/or-100-10-2,0.251,d02,0.3439,DQMR-100,15968
results/DQMR/qmr-100/or-100-5-8,0.312,sbk05,0.185494,DQMR-100,15644
results/DQMR/qmr-100/or-100-10-4,,cd06,,DQMR-100,33376
results/DQMR/qmr-100/or-100-5-7,0.316,d02,0.185494,DQMR-100,15996
results/DQMR/qmr-100/or-100-20-8,0.03,db20,0.5904,DQMR-100,15876
results/DQMR/qmr-100/or-100-5-9,0.322,d02,0.185494,DQMR-100,16000
results/DQMR/qmr-100/or-100-5-10,,cd06,,DQMR-100,41268
results/DQMR/qmr-100/or-100-5-6,0.063,db20,0.185494,DQMR-100,15940
results/DQMR/qmr-100/or-100-5-9,0.066,db20,0.185494,DQMR-100,15796
results/DQMR/qmr-100/or-100-20-1,0.066,db20,0.5904,DQMR-100,15628
results/DQMR/qmr-100/or-100-10-4,0.148,sbk05,0.3439,DQMR-100,15800
results/DQMR/qmr-100/or-100-20-3,,cd06,,DQMR-100,49000
results/DQMR/qmr-100/or-100-5-9,,cd06,,DQMR-100,45800
results/DQMR/qmr-100/or-100-10-4,,cd05,,DQMR-100,70608
results/DQMR/qmr-100/or-100-5-4,,cd06,,DQMR-100,44968
results/DQMR/qmr-100/or-100-5-1,,cd05,,DQMR-100,70416
results/DQMR/qmr-100/or-100-5-2,,cd06,,DQMR-100,37784
results/DQMR/qmr-100/or-100-20-10,0.069,db20,0.5904,DQMR-100,15680
results/DQMR/qmr-100/or-100-10-6,,cd06,,DQMR-100,51500
results/DQMR/qmr-100/or-100-10-1,,cd06,,DQMR-100,44192
results/DQMR/qmr-100/or-100-5-7,0.084,db20,0.185494,DQMR-100,15604
results/DQMR/qmr-100/or-100-20-6,,cd05,,DQMR-100,69848
results/DQMR/qmr-100/or-100-20-3,0.037,db20,0.5904,DQMR-100,15924
results/DQMR/qmr-100/or-100-10-1,0.213,sbk05,0.3439,DQMR-100,15728
results/DQMR/qmr-100/or-100-10-1,,cd05,,DQMR-100,69332
results/DQMR/qmr-100/or-100-20-10,,cd06,,DQMR-100,42748
results/DQMR/qmr-100/or-100-20-7,,cd05,,DQMR-100,68492
results/DQMR/qmr-100/or-100-20-3,0.315,d02,0.5904,DQMR-100,16104
results/DQMR/qmr-100/or-100-10-8,0.23,sbk05,0.3439,DQMR-100,15752
results/DQMR/qmr-100/or-100-5-10,0.198,sbk05,0.185494,DQMR-100,15612
results/DQMR/qmr-100/or-100-5-5,0.151,sbk05,0.185494,DQMR-100,15552
results/DQMR/qmr-100/or-100-5-3,0.214,d02,0.185494,DQMR-100,15760
results/DQMR/qmr-100/or-100-20-10,0.241,d02,0.5904,DQMR-100,16072
results/DQMR/qmr-100/or-100-5-1,,cd06,,DQMR-100,42652
results/DQMR/qmr-100/or-100-20-6,0.062,db20,0.5904,DQMR-100,15824
results/DQMR/qmr-100/or-100-20-9,0.052,db20,0.5904,DQMR-100,15868
results/DQMR/qmr-100/or-100-10-9,,cd06,,DQMR-100,42760
results/DQMR/qmr-100/or-100-20-5,,cd05,,DQMR-100,73780
results/DQMR/qmr-100/or-100-5-9,0.306,sbk05,0.185494,DQMR-100,15592
results/DQMR/qmr-100/or-100-5-2,0.201,sbk05,0.185494,DQMR-100,15852
results/DQMR/qmr-100/or-100-20-10,,cd05,,DQMR-100,35200
results/DQMR/qmr-100/or-100-10-7,0.258,sbk05,0.3439,DQMR-100,15732
results/DQMR/qmr-100/or-100-10-8,,cd06,,DQMR-100,47380
results/DQMR/qmr-100/or-100-5-8,0.056,db20,0.185494,DQMR-100,15800
results/DQMR/qmr-100/or-100-20-4,,cd06,,DQMR-100,70444
results/DQMR/qmr-100/or-100-20-9,0.618,sbk05,0.5904,DQMR-100,15704
results/DQMR/qmr-100/or-100-5-4,0.188,d02,0.185494,DQMR-100,15912
results/DQMR/qmr-100/or-100-20-10,0.195,sbk05,0.5904,DQMR-100,15776
results/DQMR/qmr-100/or-100-20-2,,cd06,,DQMR-100,36612
results/DQMR/qmr-100/or-100-20-8,,cd05,,DQMR-100,35084
results/DQMR/qmr-100/or-100-20-7,,cd06,,DQMR-100,35096
results/DQMR/qmr-100/or-100-5-7,,cd05,,DQMR-100,70236
results/DQMR/qmr-100/or-100-20-4,0.23,d02,0.5904,DQMR-100,16028
results/DQMR/qmr-100/or-100-10-8,0.038,db20,0.3439,DQMR-100,15764
results/DQMR/qmr-100/or-100-10-5,0.154,d02,0.3439,DQMR-100,15884
results/DQMR/qmr-100/or-100-20-2,0.146,d02,0.5904,DQMR-100,16136
results/DQMR/qmr-100/or-100-10-10,0.203,sbk05,0.3439,DQMR-100,15752
results/DQMR/qmr-100/or-100-20-4,0.07,db20,0.5904,DQMR-100,15904
results/DQMR/qmr-100/or-100-10-5,,cd06,,DQMR-100,44312
results/DQMR/qmr-100/or-100-5-5,0.071,db20,0.185494,DQMR-100,15648
results/DQMR/qmr-100/or-100-20-9,0.265,d02,0.5904,DQMR-100,15876
results/DQMR/qmr-100/or-100-5-10,,cd05,,DQMR-100,36084
results/DQMR/qmr-100/or-100-5-3,,cd05,,DQMR-100,35212
results/DQMR/qmr-100/or-100-5-7,0.163,sbk05,0.185494,DQMR-100,15772
results/DQMR/qmr-100/or-100-5-1,0.055,db20,0.185494,DQMR-100,15916
results/DQMR/qmr-100/or-100-20-9,,cd05,,DQMR-100,69588
results/DQMR/qmr-100/or-100-5-6,,cd06,,DQMR-100,47452
results/DQMR/qmr-100/or-100-10-9,0.06,db20,0.3439,DQMR-100,15872
results/DQMR/qmr-100/or-100-20-4,0.24,sbk05,0.5904,DQMR-100,15752
results/DQMR/qmr-100/or-100-20-8,0.261,d02,0.5904,DQMR-100,16044
results/DQMR/qmr-100/or-100-20-7,0.298,sbk05,0.5904,DQMR-100,15564
results/DQMR/qmr-100/or-100-10-2,0.23,sbk05,0.3439,DQMR-100,15624
results/DQMR/qmr-100/or-100-10-6,0.045,db20,0.3439,DQMR-100,15852
results/DQMR/qmr-100/or-100-20-4,,cd05,,DQMR-100,69532
results/DQMR/qmr-100/or-100-10-7,,cd05,,DQMR-100,69324
results/DQMR/qmr-100/or-100-10-2,,cd06,,DQMR-100,38688
results/DQMR/qmr-100/or-100-20-2,,cd05,,DQMR-100,69364
results/DQMR/qmr-100/or-100-5-1,0.307,sbk05,0.185494,DQMR-100,15772
results/DQMR/qmr-100/or-100-10-2,,cd05,,DQMR-100,73716
results/DQMR/qmr-100/or-100-10-7,,cd06,,DQMR-100,48456
results/DQMR/qmr-100/or-100-10-1,0.169,d02,0.3439,DQMR-100,16032
results/DQMR/qmr-100/or-100-10-9,0.209,d02,0.3439,DQMR-100,15920
results/DQMR/qmr-100/or-100-5-6,0.271,d02,0.185494,DQMR-100,15852
results/DQMR/qmr-100/or-100-10-5,,cd05,,DQMR-100,69388
results/DQMR/qmr-100/or-100-5-3,,cd06,,DQMR-100,42616
results/DQMR/qmr-100/or-100-10-3,,cd06,,DQMR-100,69604
results/DQMR/qmr-100/or-100-10-7,0.043,db20,0.3439,DQMR-100,15948
results/DQMR/qmr-100/or-100-5-4,0.063,db20,0.185494,DQMR-100,15892
results/DQMR/qmr-100/or-100-20-3,0.193,sbk05,0.5904,DQMR-100,15800
results/DQMR/qmr-100/or-100-5-5,,cd06,,DQMR-100,49056
results/DQMR/qmr-100/or-100-20-5,,cd06,,DQMR-100,68792
results/DQMR/qmr-50/or-50-10-4-20,0.027,sbk05,0.0031245,DQMR-50,15052
results/DQMR/qmr-50/or-50-20-2-40,0.041,sbk05,3.63261e-07,DQMR-50,15216
results/DQMR/qmr-50/or-50-20-4-20,0.052,sbk05,8.18075e-05,DQMR-50,15000
results/DQMR/qmr-50/or-50-10-7-40,0.038,sbk05,3.46548e-05,DQMR-50,14992
results/DQMR/qmr-50/or-50-5-6-10,0.035,d02,0.340562,DQMR-50,15148
results/DQMR/qmr-50/or-50-5-5-20,0.034,db20,0.00234436,DQMR-50,15132
results/DQMR/qmr-50/or-50-10-6-30,0.06,d02,1.60055e-05,DQMR-50,15044
results/DQMR/qmr-50/or-50-5-3-10,0.037,sbk05,0.0030012,DQMR-50,14972
results/DQMR/qmr-50/or-50-5-5-30,0.031,db20,0.0101953,DQMR-50,15100
results/DQMR/qmr-50/or-50-20-7-10,0.034,db20,0.0292525,DQMR-50,15100
results/DQMR/qmr-50/or-50-5-4-20,0.02,db20,0.0014429,DQMR-50,14916
results/DQMR/qmr-50/or-50-20-8-40,0.031,sbk05,9.32484e-07,DQMR-50,15136
results/DQMR/qmr-50/or-50-20-1-30,0.04,db20,1.41473e-05,DQMR-50,15392
results/DQMR/qmr-50/or-50-10-3-30,0.359,cd06,0.000400829,DQMR-50,30048
results/DQMR/qmr-50/or-50-5-4-30,0.044,sbk05,7.50176e-06,DQMR-50,15136
results/DQMR/qmr-50/or-50-5-9-20,0.028,sbk05,0.0372885,DQMR-50,15008
results/DQMR/qmr-50/or-50-5-1-10,,cd05,,DQMR-50,76000
results/DQMR/qmr-50/or-50-20-2-20,0.043,sbk05,0.0062005,DQMR-50,15008
results/DQMR/qmr-50/or-50-5-2-30,0.108,cd06,0.00770916,DQMR-50,17160
results/DQMR/qmr-50/or-50-5-5-20,,cd06,,DQMR-50,41112
results/DQMR/qmr-50/or-50-5-3-20,0.031,db20,0.00120346,DQMR-50,15180
results/DQMR/qmr-50/or-50-20-10-30,,cd06,,DQMR-50,43000
results/DQMR/qmr-50/or-50-20-8-30,0.168,cd06,0.280923,DQMR-50,20400
results/DQMR/qmr-50/or-50-20-3-40,0.042,db20,3.90053e-06,DQMR-50,15648
results/DQMR/qmr-50/or-50-20-6-30,,cd06,,DQMR-50,46672
results/DQMR/qmr-50/or-50-10-7-40,0.106,cd05,0.0102025,DQMR-50,15480
results/DQMR/qmr-50/or-50-20-3-40,0.11,d02,3.90053e-06,DQMR-50,15428
results/DQMR/qmr-50/or-50-20-6-20,0.029,db20,0.000740012,DQMR-50,15076
results/DQMR/qmr-50/or-50-10-2-40,0.03,db20,6.80933e-07,DQMR-50,15160
results/DQMR/qmr-50/or-50-20-8-30,0.031,db20,0.000146981,DQMR-50,15104
results/DQMR/qmr-50/or-50-10-8-30,0.02,db20,0.00147809,DQMR-50,15208
results/DQMR/qmr-50/or-50-5-7-20,0.027,sbk05,0.00329449,DQMR-50,14780
results/DQMR/qmr-50/or-50-5-8-40,0.104,cd06,0.0222696,DQMR-50,15148
results/DQMR/qmr-50/or-50-20-10-10,0.031,db20,0.00560892,DQMR-50,15184
results/DQMR/qmr-50/or-50-20-1-40,0.045,db20,6.09938e-07,DQMR-50,15412
results/DQMR/qmr-50/or-50-10-3-20,0.08,d02,7.04489e-05,DQMR-50,15068
results/DQMR/qmr-50/or-50-10-5-20,,cd05,,DQMR-50,75000
results/DQMR/qmr-50/or-50-5-9-30,0.076,cd05,0.279106,DQMR-50,15632
results/DQMR/qmr-50/or-50-5-6-40,0.043,d02,0.00711979,DQMR-50,15132
results/DQMR/qmr-50/or-50-20-4-20,,cd06,,DQMR-50,52688
results/DQMR/qmr-50/or-50-10-8-40,0.029,db20,0.000280837,DQMR-50,15192
results/DQMR/qmr-50/or-50-5-6-30,0.03,sbk05,0.00218531,DQMR-50,14812
results/DQMR/qmr-50/or-50-20-9-40,0.423,cd06,0.00444433,DQMR-50,26840
results/DQMR/qmr-50/or-50-10-10-30,0.029,d02,0.00837475,DQMR-50,14992
results/DQMR/qmr-50/or-50-20-3-30,0.992,cd05,0.125373,DQMR-50,54156
results/DQMR/qmr-50/or-50-20-1-20,0.047,sbk05,5.39977e-07,DQMR-50,14992
results/DQMR/qmr-50/or-50-5-4-20,,cd05,,DQMR-50,76088
results/DQMR/qmr-50/or-50-20-10-20,,cd06,,DQMR-50,38152
results/DQMR/qmr-50/or-50-20-9-30,0.125,cd05,0.015285,DQMR-50,17972
results/DQMR/qmr-50/or-50-10-1-20,0.04,d02,0.00143753,DQMR-50,15020
results/DQMR/qmr-50/or-50-5-2-10,0.052,sbk05,0.0591647,DQMR-50,15080
results/DQMR/qmr-50/or-50-20-8-10,,cd05,,DQMR-50,75176
results/DQMR/qmr-50/or-50-20-3-10,,cd05,,DQMR-50,75556
results/DQMR/qmr-50/or-50-5-6-20,0.033,d02,0.225936,DQMR-50,15012
results/DQMR/qmr-50/or-50-20-7-30,0.707,cd05,0.233989,DQMR-50,76844
results/DQMR/qmr-50/or-50-5-8-30,0.03,db20,0.0101955,DQMR-50,15036
results/DQMR/qmr-50/or-50-10-10-40,0.021,sbk05,0.00255472,DQMR-50,14712
results/DQMR/qmr-50/or-50-20-7-10,,cd05,,DQMR-50,76256
results/DQMR/qmr-50/or-50-10-4-40,0.055,d02,0.000316341,DQMR-50,15216
results/DQMR/qmr-50/or-50-5-6-20,0.06,cd05,1.51943,DQMR-50,15336
results/DQMR/qmr-50/or-50-5-7-40,0.03,d02,0.00107745,DQMR-50,14968
results/DQMR/qmr-50/or-50-10-10-10,0.017,db20,0.150095,DQMR-50,14972
results/DQMR/qmr-50/or-50-10-10-10,0.033,sbk05,0.150095,DQMR-50,14984
results/DQMR/qmr-50/or-50-10-6-10,0.017,db20,0.070806,DQMR-50,14920
results/DQMR/qmr-50/or-50-20-4-10,0.102,d02,0.0374277,DQMR-50,15108
results/DQMR/qmr-50/or-50-5-2-40,0.058,cd05,0.00155719,DQMR-50,15468
results/DQMR/qmr-50/or-50-20-1-10,0.078,sbk05,0.015882,DQMR-50,15004
results/DQMR/qmr-50/or-50-20-5-40,,cd06,,DQMR-50,41108
results/DQMR/qmr-50/or-50-10-3-30,0.025,db20,1.01534e-06,DQMR-50,15288
results/DQMR/qmr-50/or-50-10-9-20,0.056,d02,0.0213205,DQMR-50,15128
results/DQMR/qmr-50/or-50-10-1-10,0.05,sbk05,0.0108007,DQMR-50,14996
results/DQMR/qmr-50/or-50-5-5-30,0.08,cd05,0.0522223,DQMR-50,15552
